transaction_id,store_id,product_id,customer_id,quantity,total_amount,transaction_date
359,10,28,184,4,571.96,2024-01-15
360,10,11,32,5,225.5,2023-09-05
361,1,38,126,5,1111.45,2024-06-02
362,7,18,4,3,939.99,2024-10-23
363,3,19,10,5,589.25,2024-08-07
364,1,25,12,4,1155.6,2024-06-03
365,3,11,136,3,135.3,2024-04-24
366,5,30,8,4,1623.44,2023-08-05
367,6,21,89,1,462.19,2024-09-20
368,1,21,197,4,1848.76,2023-06-02
369,3,17,32,2,391.36,2023-09-29
370,5,27,122,3,690.33,2024-10-18
371,4,21,76,4,1848.76,2023-11-04
372,1,22,22,2,250.9,2024-05-26
373,3,43,130,2,530.72,2023-07-01
374,9,11,153,3,135.3,2024-10-22
375,1,29,128,5,1820.3,2024-06-06
376,5,39,153,4,1087.36,2024-10-01
377,10,44,169,4,1901.92,2024-06-03
378,3,39,99,3,815.52,2023-01-30
379,2,12,139,3,831.21,2023-01-14
380,9,14,117,2,428.48,2023-12-23
381,9,42,119,4,1000.6,2023-05-19
382,6,3,136,5,1543.95,2024-02-12
383,4,4,110,4,1437.84,2023-11-24
384,1,35,180,2,937.58,2024-06-01
385,8,12,110,4,1108.28,2023-02-13
386,1,43,185,2,530.72,2024-06-19
387,1,33,19,4,1630.44,2023-02-24
388,3,16,127,2,912.06,2023-06-07
389,3,37,50,3,387.99,2023-07-19
390,10,9,138,2,91.08,2023-05-08
391,2,44,45,3,1426.44,2024-11-08
392,5,17,118,3,587.04,2024-12-07
393,2,34,103,2,161.08,2023-02-05
394,10,21,50,2,924.38,2023-01-19
395,2,7,113,1,367.38,2024-02-10
396,10,47,106,1,214.76,2023-08-17
397,7,17,10,5,978.4,2023-08-30
398,9,47,154,4,859.04,2024-08-12
399,1,21,32,1,462.19,2023-09-07
400,9,41,62,1,359.86,2023-04-26
401,5,31,171,2,477.64,2024-11-21
402,3,20,25,2,589.38,2023-04-04
403,2,24,46,4,492.04,2024-04-26
404,6,1,153,4,665.4,2023-11-03
405,8,8,27,5,70.4,2023-05-20
406,8,12,162,4,1108.28,2024-01-11
407,3,1,140,2,332.7,2023-05-15
408,10,16,186,5,2280.15,2024-11-15
409,4,34,113,1,80.54,2023-02-28
410,7,12,161,4,1108.28,2024-04-03
411,4,30,62,3,1217.58,2024-03-12
412,1,25,181,1,288.9,2023-08-01
413,3,31,37,5,1194.1,2023-06-02
414,10,19,2,3,353.55,2024-08-26
415,9,8,15,5,70.4,2024-10-26
416,2,26,55,4,1458.56,2023-12-02
417,2,19,186,1,117.85,2024-06-12
418,2,27,70,1,230.11,2023-04-24
419,8,36,98,2,820.64,2024-06-15
420,5,31,140,1,238.82,2023-09-27
421,9,41,54,3,1079.58,2024-09-03
422,5,19,190,5,589.25,2024-05-08
423,1,20,183,3,884.07,2023-02-26
424,5,29,168,4,1456.24,2024-10-07
425,6,20,6,3,884.07,2023-08-27
426,5,17,10,2,391.36,2024-08-15
427,1,24,146,5,615.05,2023-03-31
428,6,5,36,1,113.8,2024-06-15
429,8,31,197,1,238.82,2023-02-07
430,7,2,45,4,1329.0,2024-11-05
431,7,8,131,1,14.08,2023-05-15
432,4,41,119,1,359.86,2023-09-03
433,9,18,126,5,1566.65,2023-06-08
434,3,40,92,5,1739.05,2024-05-25
435,6,43,128,5,1326.8,2024-10-16
436,7,43,97,5,1326.8,2023-02-15
437,1,32,30,4,554.32,2023-01-01
438,9,1,88,1,166.35,2024-12-17
439,4,48,98,2,757.32,2023-03-06
440,8,31,176,3,716.46,2023-04-30
441,2,8,37,2,28.16,2023-03-28
442,8,31,154,2,477.64,2024-05-10
443,10,33,164,5,2038.05,2024-11-16
444,10,24,107,3,369.03,2023-12-06
445,7,34,84,2,161.08,2024-08-26
446,5,43,18,2,530.72,2024-01-23
447,5,13,169,3,337.92,2023-08-08
448,7,29,1,3,1092.18,2024-06-23
449,8,28,42,3,428.97,2024-05-21
450,1,45,13,1,114.78,2024-09-01
451,7,46,1,5,2349.8,2024-03-04
452,9,30,162,5,2029.3,2024-08-27
453,6,29,198,3,1092.18,2024-02-14
454,6,19,110,5,589.25,2024-07-14
455,9,43,176,3,796.08,2024-11-07
456,3,31,45,5,1194.1,2023-08-02
457,3,28,4,5,714.95,2024-01-09
458,7,37,54,4,517.32,2024-06-19
459,3,29,26,4,1456.24,2023-01-03
460,1,1,72,1,166.35,2023-02-11
461,10,50,102,1,498.48,2023-01-25
462,9,30,114,1,405.86,2024-07-25
463,5,22,125,4,501.8,2023-04-23
464,9,23,30,5,1885.2,2024-03-08
465,7,46,160,1,469.96,2024-08-22
466,5,36,1,5,2051.6,2023-04-19
467,5,5,79,2,227.6,2024-02-08
468,5,33,121,4,1630.44,2024-01-07
469,6,49,87,4,632.88,2024-10-18
470,8,2,108,5,1661.25,2023-09-11
471,5,15,143,5,1183.85,2023-03-01
472,4,2,118,5,1661.25,2023-02-02
473,7,41,45,2,719.72,2023-04-30
474,5,13,78,3,337.92,2023-03-03
475,2,19,159,2,235.7,2024-12-24
476,9,43,137,3,796.08,2023-11-15
477,10,33,98,5,2038.05,2024-01-20
478,5,43,33,4,1061.44,2023-04-27
479,8,32,84,1,138.58,2023-09-10
480,4,30,94,2,811.72,2023-04-29
481,1,50,102,2,996.96,2023-08-04
482,1,10,190,5,207.5,2023-06-20
483,7,41,96,4,1439.44,2024-11-28
484,8,17,155,2,391.36,2023-11-26
485,4,43,160,4,1061.44,2023-06-09
486,9,36,103,3,1230.96,2023-03-27
487,6,30,94,2,811.72,2023-03-28
488,1,3,120,3,926.37,2024-02-19
489,8,43,162,3,796.08,2023-08-29
490,8,40,186,3,1043.43,2024-10-02
491,10,16,60,1,456.03,2024-12-20
492,1,28,178,5,714.95,2023-04-07
493,2,43,188,3,796.08,2023-08-04
494,7,37,138,2,258.66,2024-12-16
495,8,13,89,4,450.56,2023-01-04
496,4,30,167,4,1623.44,2024-09-03
497,4,32,176,4,554.32,2023-07-17
498,9,35,186,4,1875.16,2023-11-27
499,10,37,55,5,646.65,2024-11-24
500,8,9,173,5,227.7,2023-10-24
501,1,29,191,5,1820.3,2023-11-29
502,1,33,151,4,1630.44,2024-07-22
503,2,48,170,4,1514.64,2023-09-22
504,9,36,13,5,2051.6,2023-12-24
505,9,45,196,2,229.56,2023-09-21
506,1,38,190,3,666.87,2024-01-23
507,6,36,171,2,820.64,2023-09-13
508,5,40,73,2,695.62,2024-10-10
509,10,49,21,4,632.88,2023-12-06
510,7,46,148,2,939.92,2023-02-11
511,10,9,131,4,182.16,2023-12-06
512,4,25,32,3,866.7,2023-10-14
513,4,25,118,1,288.9,2023-03-26
514,8,46,31,3,1409.88,2024-08-24
515,2,41,167,4,1439.44,2023-07-08
516,1,44,122,4,1901.92,2024-12-11
517,8,24,4,2,246.02,2023-07-18
518,10,6,143,1,489.76,2024-09-21
519,5,41,158,3,1079.58,2023-02-12
520,8,11,127,4,180.4,2024-04-27
521,9,48,21,2,757.32,2024-09-06
522,8,15,168,5,1183.85,2024-10-16
523,2,1,171,2,332.7,2024-08-25
524,7,34,19,1,80.54,2024-07-21
525,8,3,166,3,926.37,2023-07-12
526,3,26,181,2,729.28,2024-02-25
527,5,16,184,4,1824.12,2023-01-26
528,9,12,93,1,277.07,2023-08-13
529,4,29,130,1,364.06,2024-08-29
530,6,43,143,2,530.72,2024-08-16
531,8,44,24,4,1901.92,2024-05-22
532,8,1,18,3,499.05,2024-09-06
533,5,6,142,3,1469.28,2023-03-05
534,10,31,136,4,955.28,2023-04-24
535,7,6,127,1,489.76,2024-06-29
536,7,4,173,3,1078.38,2024-01-20
537,7,34,152,4,322.16,2023-11-07
538,8,30,82,2,811.72,2023-02-23
539,9,36,52,4,1641.28,2024-05-28
540,5,25,114,3,866.7,2024-04-13
541,6,5,9,5,569.0,2023-05-11
542,1,19,22,2,235.7,2023-07-19
543,4,43,61,3,796.08,2023-03-03
544,4,20,165,5,1473.45,2023-02-27
545,10,26,70,2,729.28,2024-02-20
546,3,46,11,2,939.92,2024-03-21
547,9,19,184,3,353.55,2023-12-25
548,3,38,58,5,1111.45,2023-07-01
549,8,36,94,2,820.64,2023-10-05
550,2,4,71,2,718.92,2023-02-10
551,6,44,199,1,475.48,2023-03-26
552,3,47,47,5,1073.8,2024-02-11
553,2,16,96,4,1824.12,2023-12-21
554,7,11,159,2,90.2,2024-11-25
555,8,28,192,1,142.99,2023-09-07
556,7,47,57,3,644.28,2024-06-19
557,10,11,104,2,90.2,2024-09-05
558,9,26,9,4,1458.56,2024-12-08
559,7,7,131,4,1469.52,2023-01-08
560,5,24,63,1,123.01,2024-01-23
561,8,50,66,1,498.48,2024-09-23
562,10,50,8,2,996.96,2024-06-23
563,3,13,143,1,112.64,2024-05-16
564,5,43,104,3,796.08,2023-06-18
565,2,17,32,4,782.72,2024-09-02
566,8,2,4,4,1329.0,2024-11-13
567,8,30,130,1,405.86,2023-12-02
568,5,20,53,4,1178.76,2024-03-03
569,6,9,100,2,91.08,2023-05-09
570,2,50,96,2,996.96,2024-04-01
571,10,10,84,2,83.0,2023-05-22
572,9,5,24,3,341.4,2024-05-19
573,8,29,139,4,1456.24,2023-10-06
574,9,11,160,3,135.3,2023-08-09
575,7,2,28,1,332.25,2024-08-14
576,3,27,9,1,230.11,2024-09-28
577,7,40,148,2,695.62,2024-04-20
578,9,24,81,5,615.05,2024-08-26
579,7,41,182,2,719.72,2023-04-01
580,8,24,1,2,246.02,2023-03-26
581,5,20,46,5,1473.45,2024-02-23
582,4,6,27,2,979.52,2023-08-27
583,10,13,160,2,225.28,2024-06-25
584,6,10,23,4,166.0,2024-04-11
585,7,7,148,1,367.38,2024-06-05
586,3,35,102,4,1875.16,2024-09-20
587,4,5,52,1,113.8,2023-05-17
588,4,24,44,3,369.03,2024-11-07
589,8,9,31,2,91.08,2024-07-30
590,7,1,135,4,665.4,2024-03-12
591,1,34,56,4,322.16,2023-10-22
592,3,5,33,2,227.6,2023-05-13
593,4,32,156,2,277.16,2023-12-17
594,8,50,90,2,996.96,2023-01-05
595,5,24,27,2,246.02,2024-05-06
596,4,38,81,1,222.29,2023-01-19
597,6,41,171,4,1439.44,2023-04-02
598,7,21,160,2,924.38,2024-10-28
599,5,27,57,5,1150.55,2023-10-05
600,4,15,195,1,236.77,2024-04-02
601,10,3,103,3,926.37,2023-06-02
602,1,33,47,4,1630.44,2023-10-18
603,2,18,142,3,939.99,2023-09-14
604,8,14,74,1,214.24,2024-06-22
605,8,45,18,5,573.9,2023-07-26
606,1,38,12,4,889.16,2024-07-15
607,1,43,161,2,530.72,2024-03-10
608,5,49,179,5,791.1,2023-03-10
609,1,1,183,5,831.75,2024-09-07
610,1,34,126,5,402.7,2023-09-30
611,1,7,135,4,1469.52,2024-12-05
612,4,14,22,4,856.96,2024-08-10
613,3,2,30,2,664.5,2023-11-15
614,5,38,80,1,222.29,2024-05-21
615,3,2,180,1,332.25,2023-05-04
616,6,7,154,2,734.76,2024-06-17
617,6,43,182,3,796.08,2024-06-26
618,10,26,107,2,729.28,2023-10-29
619,8,3,176,3,926.37,2024-07-16
620,8,27,132,1,230.11,2024-06-01
621,4,15,100,4,947.08,2024-10-10
622,8,41,187,4,1439.44,2024-07-31
623,9,8,8,3,42.24,2023-11-11
624,1,39,171,5,1359.2,2024-12-24
625,10,25,26,2,577.8,2024-11-11
626,7,50,57,5,2492.4,2024-09-02
627,2,20,189,1,294.69,2023-10-30
628,8,7,110,2,734.76,2023-07-23
629,10,21,33,5,2310.95,2024-01-06
630,7,17,86,5,978.4,2023-12-06
631,8,23,70,3,1131.12,2024-01-03
632,5,35,69,4,1875.16,2024-03-23
633,6,47,137,1,214.76,2023-08-13
634,6,14,54,1,214.24,2024-01-12
635,10,3,129,3,926.37,2024-05-14
636,4,7,168,2,734.76,2023-08-13
637,6,49,126,4,632.88,2024-03-26
638,9,32,96,3,415.74,2024-10-24
639,6,29,29,5,1820.3,2024-11-21
640,9,46,125,1,469.96,2024-04-03
641,4,16,99,4,1824.12,2023-01-31
642,6,12,190,3,831.21,2023-02-04
643,6,33,109,1,407.61,2023-08-23
644,10,46,76,5,2349.8,2023-09-17
645,8,48,84,2,757.32,2024-10-27
646,4,48,173,1,378.66,2023-03-07
647,4,18,39,3,939.99,2023-02-20
648,7,34,157,4,322.16,2023-05-21
649,1,7,67,5,1836.9,2023-12-30
650,5,36,179,4,1641.28,2024-09-13
651,3,6,159,5,2448.8,2024-04-07
652,7,30,7,1,405.86,2023-08-09
653,5,5,26,3,341.4,2024-04-03
654,10,42,80,3,750.45,2023-12-26
